target_set,overlap_size,target_set_size,hit_list_size,universe_size,p_value,overlap_hits,fdr
MACROH2A1,0,62,138,13176,1.0,"",1.0
HJURP,1,76,138,13176,0.5517879224758316,Glycerol_3.34_P22_plate_41002889,1.0
TRAF3,1,45,138,13176,0.3778624634650871,Metformin_3.34_J22_plate_41002701,1.0
INHBB,0,31,138,13176,1.0,"",1.0
GPR27,4,413,138,13176,0.6324332139825106,"Cyproheptadine_3.82_F03_plate_41002897,Phentolamine_3.82_N16_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Chlorpromazine_3.82_B03_plate_41002878",1.0
HBD,0,45,138,13176,1.0,"",1.0
CAVIN1,0,46,138,13176,1.0,"",1.0
HPX,2,104,138,13176,0.2973169003298004,"Cyclosporin A_3.34_P19_plate_41002701,Atazanavir_3.82_B10_plate_41002896",1.0
ERCC4,0,31,138,13176,1.0,"",1.0
CAMK2N1,0,89,138,13176,1.0,"",1.0
IGF2,0,92,138,13176,1.0,"",1.0
USP12,0,31,138,13176,1.0,"",1.0
ELL,0,16,138,13176,1.0,"",1.0
RHPN1,1,45,138,13176,0.3778624634650871,Cyclosporin A_3.34_P19_plate_41002701,1.0
CARS1,1,91,138,13176,0.6176533504119434,Cyclosporin A_3.34_P19_plate_41002701,1.0
HMGB2,1,107,138,13176,0.6773426673512546,Cyclosporin A_3.34_P19_plate_41002701,1.0
GPX7,0,47,138,13176,1.0,"",1.0
IFT57,1,44,138,13176,0.3712551847178332,Cyclosporin A_3.34_P19_plate_41002701,1.0
GRIN3B,1,154,138,13176,0.8042617587820675,Glycerol_3.34_P22_plate_41002889,1.0
LAP3,1,47,138,13176,0.39087092732088696,Glycerol_3.34_P22_plate_41002889,1.0
NOL3,0,31,138,13176,1.0,"",1.0
PRKD1,2,78,138,13176,0.1967470017704313,"Capsaicin_3.34_P14_plate_41002701,Capsaicin_3.82_F24_plate_41002878",1.0
RFTN2,1,59,138,13176,0.4634411826267809,Disulfiram_3.82_I17_plate_41002692,1.0
MAP2K2,1,133,138,13176,0.7552291323267841,Cyclosporin A_3.34_P19_plate_41002701,1.0
CHRM4,9,528,138,13176,0.10272401218114283,"Fesoterodine_3.34_L07_plate_41002890,Cyproheptadine_3.82_F03_plate_41002897,Darifenacin_3.82_E17_plate_41002878,Clomipramine_3.82_F03_plate_41002878,Levomepromazine_3.82_L15_plate_41002897,Fesoterodine_3.34_E11_plate_41002893,Chlorpromazine_3.82_B03_plate_41002878,Darifenacin_3.82_G11_plate_41002692,Melatonin_3.82_D16_plate_41002692",1.0
IL21R,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
FUZ,0,32,138,13176,1.0,"",1.0
SMAD6,0,79,138,13176,1.0,"",1.0
RAPGEF3,0,46,138,13176,1.0,"",1.0
ARHGAP21,0,16,138,13176,1.0,"",1.0
EPN3,0,74,138,13176,1.0,"",1.0
IL1RAPL1,0,30,138,13176,1.0,"",1.0
GOT2,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
SLC6A16,1,107,138,13176,0.6773426673512546,Clomipramine_3.82_F03_plate_41002878,1.0
MIER1,0,32,138,13176,1.0,"",1.0
PLIN3,0,48,138,13176,1.0,"",1.0
FAM110C,0,60,138,13176,1.0,"",1.0
IL6ST,0,75,138,13176,1.0,"",1.0
MAZ,0,31,138,13176,1.0,"",1.0
CFAP69,0,32,138,13176,1.0,"",1.0
inhA,2,63,138,13176,0.1410652892955385,"Triclosan_3.82_F22_plate_41002946,Triclosan_3.82_D24_plate_41002877",1.0
DTYMK,1,108,138,13176,0.6807497154731864,Glycerol_3.34_P22_plate_41002889,1.0
GPR32,0,32,138,13176,1.0,"",1.0
BEST1,0,32,138,13176,1.0,"",1.0
PSTPIP2,0,31,138,13176,1.0,"",1.0
GTF2E1,1,46,138,13176,0.38440080632106327,Cyclosporin A_3.34_P19_plate_41002701,1.0
CFB,1,76,138,13176,0.5517879224758316,Disulfiram_3.82_I17_plate_41002692,1.0
FLG,0,45,138,13176,1.0,"",1.0
FLNA,1,47,138,13176,0.39087092732088696,Glycerol_3.34_P22_plate_41002889,1.0
HSPA1L,2,108,138,13176,0.3127885183045498,"Disulfiram_3.82_I17_plate_41002692,Glycerol_3.34_P22_plate_41002889",1.0
TNFRSF8,0,46,138,13176,1.0,"",1.0
HAS3,0,45,138,13176,1.0,"",1.0
GPD1,1,30,138,13176,0.27109701643053735,Metformin_3.34_J22_plate_41002701,1.0
RFTN1,1,88,138,13176,0.6052983848113481,Disulfiram_3.82_I17_plate_41002692,1.0
HIF1AN,2,47,138,13176,0.08677524032914452,"Glycerol_3.34_P22_plate_41002889,8-Hydroxyquinoline_3.82_B22_plate_41002896",1.0
PEG10,0,63,138,13176,1.0,"",1.0
MAST1,0,46,138,13176,1.0,"",1.0
LATS2,0,46,138,13176,1.0,"",1.0
C5AR1,1,107,138,13176,0.6773426673512546,Melatonin_3.82_D16_plate_41002692,1.0
NAMPT,1,106,138,13176,0.6738995253851606,Metformin_3.34_J22_plate_41002701,1.0
MC2R,4,461,138,13176,0.7163619188491248,"Cyproheptadine_3.82_F03_plate_41002897,Phentolamine_3.82_N16_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Chlorpromazine_3.82_B03_plate_41002878",1.0
RHOU,0,47,138,13176,1.0,"",1.0
DEFB4A,0,45,138,13176,1.0,"",1.0
NFATC1,0,59,138,13176,1.0,"",1.0
FBXO3,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
KNG1,2,170,138,13176,0.5340816385116672,"Chlorpromazine_3.82_B03_plate_41002878,Melatonin_3.82_D16_plate_41002692",1.0
NCOA7,1,73,138,13176,0.5373215488085691,Disulfiram_3.82_I17_plate_41002692,1.0
PPM1E,1,61,138,13176,0.47467216633255205,Glycerol_3.34_P22_plate_41002889,1.0
BAG2,0,90,138,13176,1.0,"",1.0
NLGN2,0,45,138,13176,1.0,"",1.0
OPHN1,0,16,138,13176,1.0,"",1.0
RUBCNL,0,32,138,13176,1.0,"",1.0
NPEPL1,2,62,138,13176,0.13748499867623679,"Disulfiram_3.82_I17_plate_41002692,Glycerol_3.34_P22_plate_41002889",1.0
FHAD1,0,16,138,13176,1.0,"",1.0
PSPH,0,46,138,13176,1.0,"",1.0
ECI1,1,47,138,13176,0.39087092732088696,Glycerol_3.34_P22_plate_41002889,1.0
RNF43,0,30,138,13176,1.0,"",1.0
SLC25A4,0,78,138,13176,1.0,"",1.0
RHOQ,0,88,138,13176,1.0,"",1.0
PDCD1,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
AP1S3,0,31,138,13176,1.0,"",1.0
IFI16,2,179,138,13176,0.5620729730901505,"Cyclosporin A_3.34_P19_plate_41002701,Atazanavir_3.82_B10_plate_41002896",1.0
FAXDC2,0,106,138,13176,1.0,"",1.0
IL6R,1,63,138,13176,0.4856697366819983,5-Azacytidine_2.86_I02_plate_41002951,1.0
PRPSAP2,0,32,138,13176,1.0,"",1.0
KLHL12,0,32,138,13176,1.0,"",1.0
RALGAPA2,0,47,138,13176,1.0,"",1.0
PCLAF,1,136,138,13176,0.7629171153202461,Cyclosporin A_3.34_P19_plate_41002701,1.0
MOSMO,0,48,138,13176,1.0,"",1.0
C1S,1,77,138,13176,0.556509545887919,Disulfiram_3.82_I17_plate_41002692,1.0
PRR15L,0,45,138,13176,1.0,"",1.0
MYH14,0,45,138,13176,1.0,"",1.0
UGDH,1,92,138,13176,0.6216857415195591,Glycerol_3.34_P22_plate_41002889,1.0
TAS2R13,1,107,138,13176,0.6773426673512546,Melatonin_3.82_D16_plate_41002692,1.0
RPS20,0,43,138,13176,1.0,"",1.0
CR1L,0,46,138,13176,1.0,"",1.0
GSTA1,7,305,138,13176,0.04142978220904226,"Azathioprine_3.34_D21_plate_41002701,Triclosan_3.82_F22_plate_41002946,Glycerol_3.34_P22_plate_41002889,Atazanavir_3.82_B10_plate_41002896,Triclosan_3.82_D24_plate_41002877,Cyclosporin A_3.34_P19_plate_41002701,Chlorpromazine_3.82_B03_plate_41002878",1.0
EPHA4,1,140,138,13176,0.7727960644945772,Glycerol_3.34_P22_plate_41002889,1.0
ACAD8,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
MYPN,0,32,138,13176,1.0,"",1.0
GSK3B,3,193,138,13176,0.32916174194250464,"Capsaicin_3.34_P14_plate_41002701,Glycerol_3.34_P22_plate_41002889,Capsaicin_3.82_F24_plate_41002878",1.0
ADCY9,0,45,138,13176,1.0,"",1.0
AZIN2,0,47,138,13176,1.0,"",1.0
RRAS2,1,104,138,13176,0.6669034377456655,Cyclosporin A_3.34_P19_plate_41002701,1.0
MTSS1,0,62,138,13176,1.0,"",1.0
EFHD1,0,61,138,13176,1.0,"",1.0
TAS2R16,1,138,138,13176,0.7679087653194222,Melatonin_3.82_D16_plate_41002692,1.0
HSD17B1,1,93,138,13176,0.6256759102500924,Glycerol_3.34_P22_plate_41002889,1.0
ITGAM,2,156,138,13176,0.4881983737280218,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
GABRA2,0,258,138,13176,1.0,"",1.0
CX3CR1,0,31,138,13176,1.0,"",1.0
ARL2,0,16,138,13176,1.0,"",1.0
ENPP4,0,45,138,13176,1.0,"",1.0
ASS1,0,105,138,13176,1.0,"",1.0
NFE2L1,0,62,138,13176,1.0,"",1.0
STMN1,0,59,138,13176,1.0,"",1.0
MAP6D1,0,16,138,13176,1.0,"",1.0
RAX,0,46,138,13176,1.0,"",1.0
DENND2A,0,75,138,13176,1.0,"",1.0
CHODL,0,46,138,13176,1.0,"",1.0
ABCA11P,0,32,138,13176,1.0,"",1.0
SMARCA2,0,62,138,13176,1.0,"",1.0
ATF5,0,46,138,13176,1.0,"",1.0
SS18L1,0,32,138,13176,1.0,"",1.0
WDFY3-AS2,0,32,138,13176,1.0,"",1.0
FBLIM1,0,47,138,13176,1.0,"",1.0
ANO3,0,46,138,13176,1.0,"",1.0
SLC35D2,0,30,138,13176,1.0,"",1.0
DNAJB12,0,31,138,13176,1.0,"",1.0
CAMK2B,0,63,138,13176,1.0,"",1.0
SESN3,0,61,138,13176,1.0,"",1.0
SPMIP6,1,46,138,13176,0.38440080632106327,Cyclosporin A_3.34_P19_plate_41002701,1.0
MNX1,0,58,138,13176,1.0,"",1.0
FGB,0,48,138,13176,1.0,"",1.0
SEMA5A,0,28,138,13176,1.0,"",1.0
SHB,0,59,138,13176,1.0,"",1.0
HSD17B4,0,78,138,13176,1.0,"",1.0
TMBIM1,0,14,138,13176,1.0,"",1.0
YWHAB,0,45,138,13176,1.0,"",1.0
SYNM,0,46,138,13176,1.0,"",1.0
TMEM41B,0,46,138,13176,1.0,"",1.0
ACCS,1,64,138,13176,0.4910825008349675,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
CPSF6,0,45,138,13176,1.0,"",1.0
HS3ST2,1,44,138,13176,0.3712551847178332,Disulfiram_3.82_I17_plate_41002692,1.0
CNOT1,2,48,138,13176,0.0899484529971214,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
TFIP11,1,30,138,13176,0.27109701643053735,Disulfiram_3.82_I17_plate_41002692,1.0
RBM48,1,45,138,13176,0.3778624634650871,Disulfiram_3.82_I17_plate_41002692,1.0
ERAP1,0,62,138,13176,1.0,"",1.0
GBA1,1,47,138,13176,0.39087092732088696,Glycerol_3.34_P22_plate_41002889,1.0
CCT2,1,32,138,13176,0.28632057245144965,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
GUCY1A2,1,62,138,13176,0.48019982481872137,Isosorbide dinitrate_3.82_K10_plate_41002897,1.0
RAB5A,1,47,138,13176,0.39087092732088696,Glycerol_3.34_P22_plate_41002889,1.0
CCDC88A,0,32,138,13176,1.0,"",1.0
STK35,0,79,138,13176,1.0,"",1.0
SAG,0,48,138,13176,1.0,"",1.0
INF2,0,46,138,13176,1.0,"",1.0
CCN2,3,200,138,13176,0.34924546460782346,"Triclosan_3.82_F22_plate_41002946,Cyclosporin A_3.34_P19_plate_41002701,Triclosan_3.82_D24_plate_41002877",1.0
PROK2,1,60,138,13176,0.46908615608088705,Disulfiram_3.82_I17_plate_41002692,1.0
ZDHHC19,0,32,138,13176,1.0,"",1.0
IL1R1,3,182,138,13176,0.2976135136847305,"Triclosan_3.82_F22_plate_41002946,Triclosan_3.82_D24_plate_41002877,Erlotinib_1.43_J23_plate_41002703",1.0
PMP22,0,107,138,13176,1.0,"",1.0
VIT,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
SLC40A1,0,106,138,13176,1.0,"",1.0
TNIK,0,106,138,13176,1.0,"",1.0
SZRD1,1,46,138,13176,0.38440080632106327,Disulfiram_3.82_I17_plate_41002692,1.0
H3C10,0,45,138,13176,1.0,"",1.0
ESPL1,0,60,138,13176,1.0,"",1.0
ETFB,0,46,138,13176,1.0,"",1.0
ATL3,0,32,138,13176,1.0,"",1.0
PPP2R1B,0,59,138,13176,1.0,"",1.0
GTPBP2,1,44,138,13176,0.3712551847178332,Cyclosporin A_3.34_P19_plate_41002701,1.0
CELF2,0,31,138,13176,1.0,"",1.0
PPT2,0,16,138,13176,1.0,"",1.0
CKB,0,75,138,13176,1.0,"",1.0
AHRR,1,43,138,13176,0.3645782486263414,Cyclosporin A_3.34_P19_plate_41002701,1.0
DNHD1,0,32,138,13176,1.0,"",1.0
RFWD3,0,16,138,13176,1.0,"",1.0
ZNF32,1,61,138,13176,0.47467216633255205,Cyclosporin A_3.34_P19_plate_41002701,1.0
SLC7A6,0,44,138,13176,1.0,"",1.0
HMBS,0,48,138,13176,1.0,"",1.0
PUS7,0,32,138,13176,1.0,"",1.0
ILDR1,0,31,138,13176,1.0,"",1.0
GPI,1,46,138,13176,0.38440080632106327,Glycerol_3.34_P22_plate_41002889,1.0
FAM78A,0,32,138,13176,1.0,"",1.0
ERVH48-1,0,46,138,13176,1.0,"",1.0
ENO2,0,62,138,13176,1.0,"",1.0
RASGRP2,0,91,138,13176,1.0,"",1.0
PROM1,1,61,138,13176,0.47467216633255205,Cyclosporin A_3.34_P19_plate_41002701,1.0
PRDM16,0,30,138,13176,1.0,"",1.0
GOLGA8A,1,61,138,13176,0.47467216633255205,Cyclosporin A_3.34_P19_plate_41002701,1.0
PDE2A,0,60,138,13176,1.0,"",1.0
ADGRL3,1,62,138,13176,0.48019982481872137,Glycerol_3.34_P22_plate_41002889,1.0
MTNR1B,2,182,138,13176,0.5711351718444609,"Cyclosporin A_3.34_P19_plate_41002701,Melatonin_3.82_D16_plate_41002692",1.0
ZNF827,0,46,138,13176,1.0,"",1.0
HK2,0,47,138,13176,1.0,"",1.0
CPEB3,0,31,138,13176,1.0,"",1.0
PHF1,0,48,138,13176,1.0,"",1.0
PPWD1,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
DUSP5,3,197,138,13176,0.3406421752210102,"Disulfiram_3.82_I17_plate_41002692,Bortezomib_0.95_N08_plate_41002875,Bortezomib_1.43_O21_plate_41002945",1.0
UQCRC2,2,92,138,13176,0.25070575961891306,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
FAM178B,0,16,138,13176,1.0,"",1.0
PTPRJ,0,45,138,13176,1.0,"",1.0
CYLD,2,89,138,13176,0.23906546802872403,"Cyclosporin A_3.34_P19_plate_41002701,Atazanavir_3.82_B10_plate_41002896",1.0
FBLN1,0,94,138,13176,1.0,"",1.0
CALCR,0,105,138,13176,1.0,"",1.0
GLOD4,0,16,138,13176,1.0,"",1.0
CES1,1,261,138,13176,0.9376907667563124,Mycophenolate Mofetil_3.34_J19_plate_41002701,1.0
STAU2,0,32,138,13176,1.0,"",1.0
EEF1A2,0,32,138,13176,1.0,"",1.0
ADAM12,0,75,138,13176,1.0,"",1.0
KCNK18,0,46,138,13176,1.0,"",1.0
IKBKG,0,74,138,13176,1.0,"",1.0
SERPING1,2,77,138,13176,0.19294454315724704,"Cyclosporin A_3.34_P19_plate_41002701,Glycerol_3.34_P22_plate_41002889",1.0
VTI1A,0,32,138,13176,1.0,"",1.0
BFSP2,0,31,138,13176,1.0,"",1.0
BCL2,9,699,138,13176,0.31050934535198027,"Amlodipine_3.82_N07_plate_41002897,Metformin_3.34_J22_plate_41002701,Bortezomib_1.43_O21_plate_41002945,Erlotinib_1.43_J23_plate_41002703,Amlodipine_3.34_C02_plate_41002892,Bortezomib_0.95_N08_plate_41002875,Fludarabine_2.36_N13_plate_41002955,Cyclosporin A_3.34_P19_plate_41002701,Melatonin_3.82_D16_plate_41002692",1.0
EZR,0,60,138,13176,1.0,"",1.0
CCDC18,0,16,138,13176,1.0,"",1.0
LACTB2,1,62,138,13176,0.48019982481872137,Glycerol_3.34_P22_plate_41002889,1.0
EXT1,0,30,138,13176,1.0,"",1.0
COBLL1,0,30,138,13176,1.0,"",1.0
AASS,1,47,138,13176,0.39087092732088696,Glycerol_3.34_P22_plate_41002889,1.0
POU3F1,0,60,138,13176,1.0,"",1.0
NDRG4,1,122,138,13176,0.724861997227009,Cyclosporin A_3.34_P19_plate_41002701,1.0
EML2,0,46,138,13176,1.0,"",1.0
DNA2,0,31,138,13176,1.0,"",1.0
FABP2,0,46,138,13176,1.0,"",1.0
PLA2G6,0,31,138,13176,1.0,"",1.0
OAS2,0,46,138,13176,1.0,"",1.0
MLXIPL,1,75,138,13176,0.5470163983920299,Cyclosporin A_3.34_P19_plate_41002701,1.0
PRDX4,2,48,138,13176,0.0899484529971214,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
GNAS,1,135,138,13176,0.7603814694947946,Cyclosporin A_3.34_P19_plate_41002701,1.0
TGFA,0,90,138,13176,1.0,"",1.0
MMACHC,1,62,138,13176,0.48019982481872137,Glycerol_3.34_P22_plate_41002889,1.0
GABRG1,0,242,138,13176,1.0,"",1.0
ADRA1A,8,866,138,13176,0.6936399193760845,"Astemizole_3.82_E10_plate_41002878,Astemizole_3.34_J02_plate_41002889,Cyproheptadine_3.82_F03_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Levomepromazine_3.82_L15_plate_41002897,Nicergoline_3.34_L17_plate_41002701,Phentolamine_3.82_N16_plate_41002897,Chlorpromazine_3.82_B03_plate_41002878",1.0
PCED1A,0,16,138,13176,1.0,"",1.0
FIGN,0,29,138,13176,1.0,"",1.0
YPEL2,0,77,138,13176,1.0,"",1.0
BRD3,0,62,138,13176,1.0,"",1.0
CYP11B1,0,218,138,13176,1.0,"",1.0
KIAA0319L,0,32,138,13176,1.0,"",1.0
PRPF38A,0,32,138,13176,1.0,"",1.0
LGALS1,1,136,138,13176,0.7629171153202461,Glycerol_3.34_P22_plate_41002889,1.0
TRPV6,0,63,138,13176,1.0,"",1.0
GIT2,0,61,138,13176,1.0,"",1.0
NOL8,0,47,138,13176,1.0,"",1.0
PTPRO,0,44,138,13176,1.0,"",1.0
TNFSF10,6,315,138,13176,0.11344879835904158,"Capsaicin_3.34_P14_plate_41002701,Bortezomib_1.43_O21_plate_41002945,Bortezomib_0.95_N08_plate_41002875,Capsaicin_3.82_F24_plate_41002878,Atazanavir_3.82_B10_plate_41002896,Cyclosporin A_3.34_P19_plate_41002701",1.0
ORAI1,0,61,138,13176,1.0,"",1.0
TTC39C,0,47,138,13176,1.0,"",1.0
NCALD,0,46,138,13176,1.0,"",1.0
HDHD3,2,48,138,13176,0.0899484529971214,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
BRS3,4,399,138,13176,0.6052138246370411,"Cyproheptadine_3.82_F03_plate_41002897,Phentolamine_3.82_N16_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Chlorpromazine_3.82_B03_plate_41002878",1.0
BNIP3,1,121,138,13176,0.7219225341641713,Melatonin_3.82_D16_plate_41002692,1.0
SLC2A14,0,62,138,13176,1.0,"",1.0
RNLS,0,48,138,13176,1.0,"",1.0
STK24,0,88,138,13176,1.0,"",1.0
NUP210,0,45,138,13176,1.0,"",1.0
CTBP1,1,60,138,13176,0.46908615608088705,Glycerol_3.34_P22_plate_41002889,1.0
FAM120A,0,32,138,13176,1.0,"",1.0
ATP10B,0,16,138,13176,1.0,"",1.0
NUSAP1,1,91,138,13176,0.6176533504119434,5-Azacytidine_2.86_I02_plate_41002951,1.0
DCLRE1A,0,46,138,13176,1.0,"",1.0
ARG2,1,138,138,13176,0.7679087653194222,Glycerol_3.34_P22_plate_41002889,1.0
CALY,0,46,138,13176,1.0,"",1.0
UNKL,0,31,138,13176,1.0,"",1.0
PPBP,1,123,138,13176,0.7277706110145585,Melatonin_3.82_D16_plate_41002692,1.0
PSMB3,3,48,138,13176,0.013791348965675713,"Carfilzomib_2.36_P05_plate_41002886,Bortezomib_0.95_N08_plate_41002875,Bortezomib_1.43_O21_plate_41002945",1.0
SGO1,0,30,138,13176,1.0,"",1.0
FANCM,1,45,138,13176,0.3778624634650871,Glycerol_3.34_P22_plate_41002889,1.0
PSPC1,0,47,138,13176,1.0,"",1.0
DRD4,7,671,138,13176,0.5592028853825737,"Cyproheptadine_3.82_F03_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Levomepromazine_3.82_L15_plate_41002897,Flibanserin_3.34_C11_plate_41002892,Phentolamine_3.82_N16_plate_41002897,Chlorpromazine_3.82_B03_plate_41002878,Melatonin_3.82_D16_plate_41002692",1.0
SOX17,0,60,138,13176,1.0,"",1.0
ATP8A2,0,45,138,13176,1.0,"",1.0
ATP9A,0,59,138,13176,1.0,"",1.0
TUBB,4,184,138,13176,0.12766123308340882,"Cyclosporin A_3.34_P19_plate_41002701,Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883,Estramustine_3.82_N13_plate_41002693",1.0
MRC1,0,32,138,13176,1.0,"",1.0
NLRP5,0,45,138,13176,1.0,"",1.0
GLP2R,0,78,138,13176,1.0,"",1.0
DRAP1,0,32,138,13176,1.0,"",1.0
NDUFA10,1,14,138,13176,0.13711742645796204,Metformin_3.34_J22_plate_41002701,1.0
ANLN,0,61,138,13176,1.0,"",1.0
SASH1,0,45,138,13176,1.0,"",1.0
NPB,1,123,138,13176,0.7277706110145585,Melatonin_3.82_D16_plate_41002692,1.0
PCSK7,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
CNTN1,0,91,138,13176,1.0,"",1.0
KLRC2,0,44,138,13176,1.0,"",1.0
GNL3L,0,46,138,13176,1.0,"",1.0
TAT,1,93,138,13176,0.6256759102500924,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
DNAJC19,2,91,138,13176,0.24682316617292527,"Cyclosporin A_3.34_P19_plate_41002701,Glycerol_3.34_P22_plate_41002889",1.0
CA8,1,138,138,13176,0.7679087653194222,Glycerol_3.34_P22_plate_41002889,1.0
TTC38,0,16,138,13176,1.0,"",1.0
IRF2,0,31,138,13176,1.0,"",1.0
FAM216A,0,32,138,13176,1.0,"",1.0
MANBA,0,64,138,13176,1.0,"",1.0
BHMT2,0,16,138,13176,1.0,"",1.0
ND5,1,46,138,13176,0.38440080632106327,Metformin_3.34_J22_plate_41002701,1.0
SLC39A8,0,73,138,13176,1.0,"",1.0
DNAAF11,0,32,138,13176,1.0,"",1.0
RREB1,0,30,138,13176,1.0,"",1.0
TUBA1B,2,125,138,13176,0.3775120513881518,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
SSRP1,1,44,138,13176,0.3712551847178332,Glycerol_3.34_P22_plate_41002889,1.0
CEP112,0,47,138,13176,1.0,"",1.0
CREBRF,0,62,138,13176,1.0,"",1.0
GAA,0,62,138,13176,1.0,"",1.0
RBBP8,0,75,138,13176,1.0,"",1.0
CHRNA1,0,46,138,13176,1.0,"",1.0
PHLDA1,0,135,138,13176,1.0,"",1.0
PARVA,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
ADAM9,1,73,138,13176,0.5373215488085691,Disulfiram_3.82_I17_plate_41002692,1.0
GINS1,0,30,138,13176,1.0,"",1.0
HSPA2,0,46,138,13176,1.0,"",1.0
HCN2,1,59,138,13176,0.4634411826267809,Cyclosporin A_3.34_P19_plate_41002701,1.0
ZNF652,0,61,138,13176,1.0,"",1.0
PRR11,0,31,138,13176,1.0,"",1.0
CYP27C1,0,76,138,13176,1.0,"",1.0
ZMYND10,0,32,138,13176,1.0,"",1.0
GJB4,0,31,138,13176,1.0,"",1.0
PRKCQ,1,136,138,13176,0.7629171153202461,Cyclosporin A_3.34_P19_plate_41002701,1.0
SAMD8,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
SPATA13,0,47,138,13176,1.0,"",1.0
PGM1,0,44,138,13176,1.0,"",1.0
GABRQ,1,256,138,13176,0.9342532122122214,Cyclosporin A_3.34_P19_plate_41002701,1.0
PGRMC1,0,30,138,13176,1.0,"",1.0
STK17B,0,110,138,13176,1.0,"",1.0
CCDC140,0,46,138,13176,1.0,"",1.0
CDH5,0,91,138,13176,1.0,"",1.0
LTBP3,0,32,138,13176,1.0,"",1.0
CDSN,0,29,138,13176,1.0,"",1.0
FAAH,2,94,138,13176,0.2584760808646076,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
SLITRK6,0,30,138,13176,1.0,"",1.0
KCNG1,1,102,138,13176,0.6597583683421158,Disulfiram_3.82_I17_plate_41002692,1.0
CFAP95,0,46,138,13176,1.0,"",1.0
ITIH5,0,61,138,13176,1.0,"",1.0
ABHD4,0,14,138,13176,1.0,"",1.0
ZFP36,1,150,138,13176,0.7957415604346596,Disulfiram_3.82_I17_plate_41002692,1.0
DIS3L2,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
NHERF1,0,29,138,13176,1.0,"",1.0
ACAT2,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
TNFSF13,0,48,138,13176,1.0,"",1.0
MAPK12,0,16,138,13176,1.0,"",1.0
GLYCTK,0,29,138,13176,1.0,"",1.0
ADK,2,79,138,13176,0.20055884827662895,"Glycerol_3.34_P22_plate_41002889,Fludarabine_2.36_N13_plate_41002955",1.0
MMP10,1,104,138,13176,0.6669034377456655,Disulfiram_3.82_I17_plate_41002692,1.0
ZNF146,0,32,138,13176,1.0,"",1.0
COL1A2,3,180,138,13176,0.2918933368435555,"Triclosan_3.82_F22_plate_41002946,Disulfiram_3.82_I17_plate_41002692,Triclosan_3.82_D24_plate_41002877",1.0
CELSR1,0,16,138,13176,1.0,"",1.0
SMAD3,2,133,138,13176,0.4071333237668725,"Cyclosporin A_3.34_P19_plate_41002701,Disulfiram_3.82_I17_plate_41002692",1.0
TTYH2,0,16,138,13176,1.0,"",1.0
DDX21,0,45,138,13176,1.0,"",1.0
NPR2,1,104,138,13176,0.6669034377456655,Cyclosporin A_3.34_P19_plate_41002701,1.0
GINS3,1,74,138,13176,0.5421944501490569,Cyclosporin A_3.34_P19_plate_41002701,1.0
HAUS7,1,46,138,13176,0.38440080632106327,Cyclosporin A_3.34_P19_plate_41002701,1.0
