target_set,p_value,fdr,overlap_size,target_set_size,overlap_hits
MIR21,0.7031737650353739,1.0,1,121,Bicalutamide_100.0_I11_plate_41002692
LRBA,1.0,1.0,0,31,""
PPP3CC,0.46256871289929685,1.0,1,62,Cyclosporin A_11.0_J15_plate_41002880
STAT2,1.0,1.0,0,61,""
SERPINB2,1.0,1.0,0,103,""
MYBPC3,1.0,1.0,0,30,""
TSC22D3,1.0,1.0,0,119,""
RNF125,1.0,1.0,0,45,""
TFAP2C,0.22894267424988365,1.0,2,91,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
ALKBH3,1.0,1.0,0,32,""
SSX2,1.0,1.0,0,32,""
LPCAT4,1.0,1.0,0,30,""
CSMD3,1.0,1.0,0,16,""
DHFR,1.0,1.0,0,200,""
ZNF281,1.0,1.0,0,47,""
ATP5IF1,1.0,1.0,0,48,""
IGFBP2,0.5984463878801752,1.0,1,91,Bicalutamide_100.0_I11_plate_41002692
TAT,1.0,1.0,0,93,""
SEMA3F,0.16757070369173077,1.0,2,74,"Tamoxifen_100.0_F23_plate_41002896,Cyclosporin A_11.0_J15_plate_41002880"
DAAM2,1.0,1.0,0,47,""
ZNF34,1.0,1.0,0,46,""
SLC52A2,1.0,1.0,0,31,""
MT1B,1.0,1.0,0,44,""
DCAF8,0.3626265864732384,1.0,1,45,Cyclosporin A_11.0_J15_plate_41002880
UBE2D4,1.0,1.0,0,45,""
PPIF,0.6547284819132357,1.0,1,106,Cyclosporin A_11.0_J15_plate_41002880
ISG20,0.539855296132165,1.0,2,181,"Tamoxifen_100.0_F23_plate_41002896,Cyclosporin A_11.0_J15_plate_41002880"
KCNJ6,1.0,1.0,0,16,""
HNF4A,1.0,1.0,0,73,""
CCDC146,1.0,1.0,0,47,""
PIK3R2,1.0,1.0,0,61,""
NCKAP1,1.0,1.0,0,32,""
PRPF40B,1.0,1.0,0,32,""
OLFML2B,1.0,1.0,0,16,""
COPS3,1.0,1.0,0,16,""
ADAP1,1.0,1.0,0,31,""
TTC14,1.0,1.0,0,32,""
RRAD,0.700165313446951,1.0,1,120,Tamoxifen_100.0_F23_plate_41002896
THSD7B,1.0,1.0,0,30,""
RTN3,1.0,1.0,0,45,""
HSD3B7,0.5283549551403006,1.0,1,75,Cyclosporin A_11.0_J15_plate_41002880
IMMP1L,1.0,1.0,0,46,""
ALG2,1.0,1.0,0,61,""
CRNDE,1.0,1.0,0,46,""
ODF2L,1.0,1.0,0,31,""
NUB1,1.0,1.0,0,31,""
MEGF11,1.0,1.0,0,16,""
ADIPOQ,1.0,1.0,0,108,""
ALB,0.21750750567981977,1.0,33,2902,"Artesunate_33.5_O23_plate_41002890,Ibrutinib_100.0_F10_plate_41002878,Artesunate_100.0_I15_plate_41002877,Artesunate_100.0_L13_plate_41002946,Lopinavir_33.5_G15_plate_41002893,Hydroxyzine_100.0_G19_plate_41002693,Atazanavir_33.5_M08_plate_41002892,Ibrutinib_33.5_M15_plate_41002701,Erlotinib_100.0_I18_plate_41002692,Artesunate_33.5_K21_plate_41002957,Artesunate_11.0_K17_plate_41002950,Hydroxyzine_33.5_P14_plate_41002700,Ibrutinib_33.5_D05_plate_41002889,Vemurafenib_100.0_M15_plate_41002878,Mirabegron_100.0_O22_plate_41002878,Azathioprine_3.5_M22_plate_41002689,Tamoxifen_100.0_F23_plate_41002896,Nintedanib_33.5_K18_plate_41002701,Artesunate_11.0_J02_plate_41002879,Olanzapine_100.0_K15_plate_41002693,Telaprevir_100.0_P24_plate_41002897,Erlotinib_33.5_J06_plate_41002889,Erlotinib_100.0_G14_plate_41002878,Ibrutinib_100.0_I07_plate_41002692,Oxcarbazepine_100.0_D18_plate_41002946,Cyclosporin A_11.0_J15_plate_41002880,Bicalutamide_100.0_I11_plate_41002692,Risdiplam_20.0_M11_plate_41002947,Telaprevir_100.0_G11_plate_41002693,Erlotinib_11.0_G14_plate_41002880,Gilteritinib_2.200000047683716_M09_plate_41002951,Norethindrone_100.0_D17_plate_41002946,Ziprasidone_100.0_C16_plate_41002877"
AGAP1,1.0,1.0,0,32,""
MACC1,0.17110319615899372,1.0,2,75,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
TAF9B,1.0,1.0,0,45,""
ECE2,1.0,1.0,0,45,""
MKI67,1.0,1.0,0,121,""
ABCC1,0.36752096991580196,1.0,8,682,"Tamoxifen_100.0_F23_plate_41002896,Cyclosporin A_11.0_J15_plate_41002880,Romidepsin_0.0456431545317173_F21_plate_41002902,Docetaxel_100.0_E02_plate_41002946,Atazanavir_33.5_M08_plate_41002892,Vemurafenib_100.0_M15_plate_41002878,Romidepsin_3.5_I07_plate_41002886,Romidepsin_0.1369294673204422_B10_plate_41002894"
ENOSF1,1.0,1.0,0,64,""
DMD,0.3562043176345333,1.0,1,44,6-Thioguanine_11.0_I21_plate_41002904
TRIM13,1.0,1.0,0,48,""
TXN,1.0,1.0,0,79,""
GSN,1.0,1.0,0,95,""
CYP4A22,1.0,1.0,0,31,""
RPL7,1.0,1.0,0,16,""
EFEMP1,0.7422773418946649,1.0,1,135,Tamoxifen_100.0_F23_plate_41002896
EP400,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
AGFG2,1.0,1.0,0,15,""
KCNB2,1.0,1.0,0,45,""
LMNA,1.0,1.0,0,62,""
COL27A1,1.0,1.0,0,31,""
MAPRE2,1.0,1.0,0,45,""
SIRT2,1.0,1.0,0,92,""
ZMIZ1-AS1,1.0,1.0,0,31,""
MYO5A,1.0,1.0,0,107,""
HSPA1B,1.0,1.0,0,59,""
BAALC,1.0,1.0,0,59,""
IL4,1.0,1.0,0,91,""
DGKI,1.0,1.0,0,47,""
SPATA18,1.0,1.0,0,48,""
MAGOHB,1.0,1.0,0,30,""
ANKDD1A,1.0,1.0,0,47,""
IER3,0.1530433501813134,1.0,5,284,"Tamoxifen_100.0_F23_plate_41002896,Cyclosporin A_11.0_J15_plate_41002880,Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Atazanavir_33.5_M08_plate_41002892"
SLC22A17,1.0,1.0,0,47,""
D2HGDH,1.0,1.0,0,48,""
GLYCTK,1.0,1.0,0,29,""
LRRN3,0.17820504022430997,1.0,2,77,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
ZSCAN21,1.0,1.0,0,32,""
ZNF324,1.0,1.0,0,32,""
SMIM7,1.0,1.0,0,32,""
ADHFE1,1.0,1.0,0,62,""
CORO1C,1.0,1.0,0,32,""
TMCO1,1.0,1.0,0,30,""
STMN1,1.0,1.0,0,59,""
TRDMT1,1.0,1.0,0,47,""
RPS6KA5,1.0,1.0,0,74,""
CUTA,1.0,1.0,0,32,""
RGS10,0.6547284819132357,1.0,1,106,Tamoxifen_100.0_F23_plate_41002896
EDN1,0.5788373683101502,1.0,3,301,"Panobinostat_3.5_G09_plate_41002885,Tamoxifen_100.0_F23_plate_41002896,Panobinostat_0.0456431545317173_M23_plate_41002691"
TMIGD3,1.0,1.0,0,464,""
HECTD4,1.0,1.0,0,32,""
APEH,1.0,1.0,0,30,""
KLC1,1.0,1.0,0,48,""
ERCC6L,1.0,1.0,0,59,""
DEDD2,1.0,1.0,0,46,""
P4HA1,1.0,1.0,0,63,""
THY1,1.0,1.0,0,74,""
CXXC5,0.17110319615899372,1.0,2,75,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
ZNF831,0.3689852733342547,1.0,1,46,Cyclosporin A_11.0_J15_plate_41002880
LINC00339,1.0,1.0,0,32,""
SRPK2,1.0,1.0,0,48,""
ANO10,1.0,1.0,0,32,""
AVL9,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
PGAM4,1.0,1.0,0,48,""
RHOV,1.0,1.0,0,47,""
SERINC1,1.0,1.0,0,32,""
TSPAN31,1.0,1.0,0,62,""
DOCK7,1.0,1.0,0,47,""
SYT13,1.0,1.0,0,32,""
MICB,0.16757070369173077,1.0,2,74,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
PTPRE,0.16757070369173077,1.0,2,74,"Tamoxifen_100.0_F23_plate_41002896,Cyclosporin A_11.0_J15_plate_41002880"
DCTPP1,1.0,1.0,0,60,""
PFKM,1.0,1.0,0,46,""
AEBP1,1.0,1.0,0,63,""
CALU,0.3626265864732384,1.0,1,45,Cyclosporin A_11.0_J15_plate_41002880
SNRPD2,1.0,1.0,0,32,""
TMEM132C,1.0,1.0,0,61,""
FBXO4,1.0,1.0,0,32,""
TOP3B,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
TRAF4,1.0,1.0,0,60,""
RABEP2,1.0,1.0,0,31,""
ZBED2,0.349717835986335,1.0,1,43,Cyclosporin A_11.0_J15_plate_41002880
PROKR2,1.0,1.0,0,415,""
ADAM9,0.5187805051827737,1.0,1,73,Tamoxifen_100.0_F23_plate_41002896
FCMR,0.25925160885185383,1.0,1,30,Tamoxifen_100.0_F23_plate_41002896
MYO1C,1.0,1.0,0,62,""
TMBIM4,1.0,1.0,0,32,""
CALCA,0.29158394403360394,1.0,2,108,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
GFPT2,1.0,1.0,0,46,""
RCN3,1.0,1.0,0,31,""
ADAM10,1.0,1.0,0,15,""
SPRY1,1.0,1.0,0,76,""
PCDH1,1.0,1.0,0,45,""
EHD2,1.0,1.0,0,45,""
CYP17A1,1.0,1.0,0,214,""
PAN3,1.0,1.0,0,32,""
ERP27,0.28052841072255913,1.0,2,105,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
GPS2,1.0,1.0,0,16,""
RGL1,0.5943859075106122,1.0,1,90,Tamoxifen_100.0_F23_plate_41002896
C4orf46,1.0,1.0,0,30,""
SLC10A1,0.31196047040025215,1.0,3,197,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880,Triclosan_100.0_F22_plate_41002946"
DCLRE1A,1.0,1.0,0,46,""
SSTR2,1.0,1.0,0,521,""
ITSN2,1.0,1.0,0,16,""
PALB2,1.0,1.0,0,32,""
TRAF2,1.0,1.0,0,61,""
E2F5,1.0,1.0,0,60,""
MARVELD1,1.0,1.0,0,31,""
LRRC32,1.0,1.0,0,45,""
MED30,1.0,1.0,0,60,""
PARP1,1.0,1.0,0,245,""
RNF185,1.0,1.0,0,31,""
BORA,0.3562043176345333,1.0,1,44,Cyclosporin A_11.0_J15_plate_41002880
KCNK12,1.0,1.0,0,30,""
PSMC4,1.0,1.0,0,14,""
AOC1,1.0,1.0,0,16,""
MITF,0.446138333782513,1.0,1,59,Cyclosporin A_11.0_J15_plate_41002880
TRNP1,0.17110319615899372,1.0,2,75,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
ZNF148,1.0,1.0,0,46,""
ORC1,1.0,1.0,0,30,""
ATP11A,1.0,1.0,0,15,""
TEAD4,1.0,1.0,0,78,""
POLR2J2,1.0,1.0,0,32,""
SIDT2,1.0,1.0,0,48,""
LMCD1,0.6878259052955566,1.0,1,116,Tamoxifen_100.0_F23_plate_41002896
BLVRB,1.0,1.0,0,47,""
CES1,0.9282192592698499,1.0,1,261,Tamoxifen_100.0_F23_plate_41002896
GLRX,1.0,1.0,0,30,""
RXRA,0.6141204769958002,1.0,3,317,"Alfacalcidol_100.0_N07_plate_41002896,Alfacalcidol_100.0_O23_plate_41002877,Norethindrone_100.0_D17_plate_41002946"
MT1E,1.0,1.0,0,61,""
CNTFR,1.0,1.0,0,47,""
SSPOP,1.0,1.0,0,32,""
KLC4,1.0,1.0,0,32,""
LONP2,1.0,1.0,0,30,""
MKNK2,0.1487803206511917,1.0,3,134,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
BTBD18,1.0,1.0,0,31,""
MX2,1.0,1.0,0,45,""
LRP10,1.0,1.0,0,48,""
STRIP2,1.0,1.0,0,31,""
BTNL9,1.0,1.0,0,29,""
LATS2,1.0,1.0,0,46,""
DDIT4,0.8077526876275989,1.0,1,164,Tamoxifen_100.0_F23_plate_41002896
SOX17,1.0,1.0,0,60,""
STAR,1.0,1.0,0,78,""
PRNP,0.28790060890996005,1.0,2,107,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
KLHL5,1.0,1.0,0,60,""
SAMD3,1.0,1.0,0,16,""
FCER1A,1.0,1.0,0,44,""
UTP20,1.0,1.0,0,32,""
CYP2F1,1.0,1.0,0,77,""
DSP,1.0,1.0,0,48,""
MGST3,1.0,1.0,0,16,""
CFD,1.0,1.0,0,93,""
PTPN3,0.3562043176345333,1.0,1,44,Cyclosporin A_11.0_J15_plate_41002880
MT-CYB,0.5283549551403006,1.0,1,75,Azoxystrobin_33.5_D09_plate_41002701
HERC6,1.0,1.0,0,62,""
HAMP,0.45714638552636117,1.0,1,61,Tamoxifen_100.0_F23_plate_41002896
STAG3L4,1.0,1.0,0,46,""
NME4,1.0,1.0,0,78,""
SLA2,1.0,1.0,0,32,""
ACCSL,1.0,1.0,0,48,""
PDIA3,1.0,1.0,0,64,""
CDC45,1.0,1.0,0,60,""
PLIN5,1.0,1.0,0,31,""
TRMT112,1.0,1.0,0,30,""
SLC27A1,1.0,1.0,0,48,""
GNA12,1.0,1.0,0,61,""
ZNF564,1.0,1.0,0,32,""
NDUFA5,1.0,1.0,0,46,""
FAM171A1,1.0,1.0,0,47,""
ANXA1,1.0,1.0,0,150,""
MAT2A,1.0,1.0,0,64,""
RASA1,0.7422773418946649,1.0,1,135,Tamoxifen_100.0_F23_plate_41002896
MFSD10,1.0,1.0,0,31,""
DDX19A,1.0,1.0,0,16,""
PLAAT3,1.0,1.0,0,95,""
FGF9,0.17110319615899372,1.0,2,75,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
BIK,1.0,1.0,0,75,""
IL2,0.9546662313404986,1.0,1,306,Cyclosporin A_11.0_J15_plate_41002880
ANKRD24,1.0,1.0,0,48,""
SMAD4,1.0,1.0,0,76,""
FABP6,1.0,1.0,0,64,""
P4HA2,1.0,1.0,0,62,""
POLE4,1.0,1.0,0,61,""
CRTC3,1.0,1.0,0,16,""
PALM,1.0,1.0,0,16,""
PIP5K1B,1.0,1.0,0,45,""
LINC00265,1.0,1.0,0,47,""
PDGFC,0.16757070369173077,1.0,2,74,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
CBFA2T3,1.0,1.0,0,16,""
MIR1915HG,1.0,1.0,0,46,""
INCENP,1.0,1.0,0,30,""
VCP,0.45166977224210647,1.0,1,60,Cyclosporin A_11.0_J15_plate_41002880
CASP3,0.9705213486101791,1.0,1,348,Temsirolimus_0.1369294673204422_D08_plate_41002895
CHDH,1.0,1.0,0,77,""
UAP1,1.0,1.0,0,47,""
GRIN2A,0.5517118053479875,1.0,2,185,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
TANK,1.0,1.0,0,76,""
RACGAP1,1.0,1.0,0,62,""
MYRFL,1.0,1.0,0,32,""
DNAJC5,1.0,1.0,0,44,""
SLC16A3,0.5943859075106122,1.0,1,90,Cyclosporin A_11.0_J15_plate_41002880
MIXL1,1.0,1.0,0,44,""
PEX11G,1.0,1.0,0,30,""
MCM5,0.6581891222245873,1.0,1,107,Tamoxifen_100.0_F23_plate_41002896
CTSW,1.0,1.0,0,61,""
TSPAN6,1.0,1.0,0,32,""
FCGR1A,1.0,1.0,0,45,""
DHX37,1.0,1.0,0,32,""
LDHD,0.23996659096867576,1.0,2,94,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
TLR3,0.8413985460210291,1.0,1,183,Triclosan_100.0_F22_plate_41002946
SREBF2,1.0,1.0,0,45,""
WWTR1,1.0,1.0,0,61,""
ABCB8,0.27394173529110005,1.0,1,32,Docetaxel_100.0_E02_plate_41002946
MLKL,0.4544334606437625,1.0,2,154,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880"
EHBP1,1.0,1.0,0,61,""
XKR6,1.0,1.0,0,31,""
MIS12,1.0,1.0,0,32,""
GNA14,1.0,1.0,0,46,""
AKT1,0.8365037026611337,1.0,1,180,Vemurafenib_100.0_M15_plate_41002878
LEP,1.0,1.0,0,63,""
ESCO2,1.0,1.0,0,32,""
VGLL4,1.0,1.0,0,64,""
PTPN22,1.0,1.0,0,62,""
GANAB,1.0,1.0,0,16,""
HOGA1,1.0,1.0,0,79,""
CDC25A,0.32824192443991906,1.0,2,118,"Tamoxifen_100.0_F23_plate_41002896,Vemurafenib_100.0_M15_plate_41002878"
LGALS4,1.0,1.0,0,46,""
H2AZ2,1.0,1.0,0,75,""
DPF1,1.0,1.0,0,48,""
LZTFL1,1.0,1.0,0,45,""
LYRM4,1.0,1.0,0,32,""
PTGER1,1.0,1.0,0,445,""
DAGLA,1.0,1.0,0,61,""
SHANK3,1.0,1.0,0,31,""
OSCP1,1.0,1.0,0,14,""
ADRA2C,0.9982040512450894,1.0,2,835,"Olanzapine_100.0_K15_plate_41002693,Ziprasidone_100.0_C16_plate_41002877"
GREM1,0.22894267424988365,1.0,2,91,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
SPN,1.0,1.0,0,61,""
ATP2A1,1.0,1.0,0,46,""
BCHE,0.9892608133121584,1.0,1,446,Mirabegron_100.0_O22_plate_41002878
BICD1,1.0,1.0,0,61,""
PCSK4,0.3689852733342547,1.0,1,46,Cyclosporin A_11.0_J15_plate_41002880
AGBL4,0.46256871289929685,1.0,1,62,Cyclosporin A_11.0_J15_plate_41002880
COL4A6,1.0,1.0,0,48,""
SPDEF,1.0,1.0,0,45,""
MFF,1.0,1.0,0,61,""
HOOK2,1.0,1.0,0,32,""
NAV1,0.17820504022430997,1.0,2,77,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
LOX,1.0,1.0,0,77,""
ATXN7L2,1.0,1.0,0,64,""
GARS1,1.0,1.0,0,107,""
CXCR5,1.0,1.0,0,152,""
ITGA11,1.0,1.0,0,61,""
C3AR1,1.0,1.0,0,122,""
PROC,0.45714638552636117,1.0,1,61,Cyclosporin A_11.0_J15_plate_41002880
SYBU,0.5861423130305872,1.0,1,88,Tamoxifen_100.0_F23_plate_41002896
PCK1,0.4903348226561361,1.0,2,165,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
SPATA6L,1.0,1.0,0,31,""
RAB9B,1.0,1.0,0,32,""
CENPH,0.5235915983538837,1.0,1,74,Cyclosporin A_11.0_J15_plate_41002880
NUP153,1.0,1.0,0,16,""
GGPS1,1.0,1.0,0,63,""
CACNA1I,0.8830148187616245,1.0,1,213,Vitamin D2_100.0_O18_plate_41002896
BBS4,1.0,1.0,0,79,""
TPI1,1.0,1.0,0,107,""
TMEM198B,1.0,1.0,0,47,""
FADS3,1.0,1.0,0,32,""
H2BC12,0.22527583106341445,1.0,2,90,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
CADM2,1.0,1.0,0,16,""
EBP,0.3245948529886089,1.0,2,117,"Tamoxifen_100.0_F23_plate_41002896,Cyclosporin A_11.0_J15_plate_41002880"
GNAI1,1.0,1.0,0,153,""
HES1,1.0,1.0,0,106,""
FOXP2,1.0,1.0,0,30,""
MRPL13,1.0,1.0,0,32,""
SPIRE2,0.3626265864732384,1.0,1,45,Cyclosporin A_11.0_J15_plate_41002880
ASMT,0.45166977224210647,1.0,1,60,Cyclosporin A_11.0_J15_plate_41002880
ADAMTS1,1.0,1.0,0,88,""
CYFIP1,1.0,1.0,0,16,""
KCNA10,1.0,1.0,0,45,""
SYCP1,1.0,1.0,0,62,""
BLNK,1.0,1.0,0,45,""
CHST5,1.0,1.0,0,46,""
SLC44A5,1.0,1.0,0,16,""
CD74,0.22527583106341445,1.0,2,90,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
ADAM17,1.0,1.0,0,91,""
NPHP3,1.0,1.0,0,48,""
MIR19A,1.0,1.0,0,44,""
EEF1B2,1.0,1.0,0,32,""
FZD8,0.16405129613805505,1.0,2,73,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
SLC44A1,1.0,1.0,0,76,""
HNRNPH1,1.0,1.0,0,48,""
GXYLT2,1.0,1.0,0,31,""
ETS2,1.0,1.0,0,78,""
HFE,1.0,1.0,0,93,""
CAV3,1.0,1.0,0,44,""
BCAS3,1.0,1.0,0,46,""
SMIM30,1.0,1.0,0,47,""
NOX5,1.0,1.0,0,45,""
GRK1,0.45166977224210647,1.0,1,60,Cyclosporin A_11.0_J15_plate_41002880
PCDHGA12,1.0,1.0,0,32,""
NPW,1.0,1.0,0,123,""
ZUP1,1.0,1.0,0,48,""
COMT,1.0,1.0,0,231,""
KCNG3,1.0,1.0,0,44,""
HDDC2,1.0,1.0,0,64,""
RPL17,1.0,1.0,0,32,""
ACYP2,1.0,1.0,0,31,""
PRDX1,1.0,1.0,0,63,""
PMP2,1.0,1.0,0,32,""
UBE2T,1.0,1.0,0,108,""
ATF6,0.2842153211595409,1.0,2,106,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880"
CLCN7,1.0,1.0,0,32,""
CYP2U1,1.0,1.0,0,48,""
DBN1,1.0,1.0,0,59,""
DDB2,1.0,1.0,0,77,""
FYB2,1.0,1.0,0,30,""
ELL3,1.0,1.0,0,45,""
DMBX1,1.0,1.0,0,32,""
SARDH,1.0,1.0,0,32,""
SCMH1,1.0,1.0,0,32,""
CD300C,1.0,1.0,0,16,""
FAM20C,1.0,1.0,0,48,""
HLA-J,1.0,1.0,0,45,""
TNFSF13B,1.0,1.0,0,47,""
XAF1,1.0,1.0,0,46,""
RHBDF2,1.0,1.0,0,46,""
PMM1,1.0,1.0,0,48,""
WRNIP1,1.0,1.0,0,32,""
YPEL3,1.0,1.0,0,32,""
TMEM30B,0.1746481720133233,1.0,2,76,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
MCM4,0.7091010909413715,1.0,1,123,Tamoxifen_100.0_F23_plate_41002896
SLC16A6,1.0,1.0,0,45,""
DIS3L2,1.0,1.0,0,32,""
PCDHGA2,1.0,1.0,0,32,""
HTATSF1,1.0,1.0,0,32,""
HCP5,1.0,1.0,0,47,""
DDI1,1.0,1.0,0,32,""
GNAT3,1.0,1.0,0,107,""
CDK9,1.0,1.0,0,64,""
KCNH8,1.0,1.0,0,32,""
TAS2R38,1.0,1.0,0,122,""
PIK3R5,1.0,1.0,0,16,""
MPPE1,1.0,1.0,0,30,""
PLIN1,1.0,1.0,0,47,""
NCAM1,1.0,1.0,0,47,""
HSPA1L,1.0,1.0,0,108,""
DNAJB3,1.0,1.0,0,32,""
FBLN1,1.0,1.0,0,94,""
JMJD1C,1.0,1.0,0,16,""
MT1M,1.0,1.0,0,75,""
SCARA3,1.0,1.0,0,64,""
EVA1A,1.0,1.0,0,31,""
CHIT1,1.0,1.0,0,48,""
NIPSNAP1,1.0,1.0,0,32,""
OXSM,1.0,1.0,0,78,""
CDK5R1,0.6971266051119325,1.0,1,119,Tamoxifen_100.0_F23_plate_41002896
PRC1,1.0,1.0,0,47,""
OGFOD3,1.0,1.0,0,16,""
EIF4A2,1.0,1.0,0,45,""
ARFGAP1,1.0,1.0,0,31,""
OLR1,1.0,1.0,0,93,""
LRRC45,1.0,1.0,0,48,""
LGI1,1.0,1.0,0,46,""
NBL1,1.0,1.0,0,46,""
ECH1,1.0,1.0,0,62,""
TAS2R8,1.0,1.0,0,107,""
ANO6,1.0,1.0,0,59,""
ZWILCH,1.0,1.0,0,30,""
AZIN2,1.0,1.0,0,47,""
RALY,1.0,1.0,0,32,""
SLFN13,1.0,1.0,0,30,""
G0S2,0.7499668282393372,1.0,1,138,Tamoxifen_100.0_F23_plate_41002896
NUCB1,1.0,1.0,0,31,""
RSU1,1.0,1.0,0,47,""
ANKHD1,1.0,1.0,0,16,""
LRFN1,1.0,1.0,0,16,""
ZNF227,1.0,1.0,0,30,""
LAMP3,0.5330710455819941,1.0,1,76,Cyclosporin A_11.0_J15_plate_41002880
CENATAC,1.0,1.0,0,62,""
RYR3,0.22527583106341445,1.0,2,90,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
GAMT,1.0,1.0,0,78,""
MIF4GD,1.0,1.0,0,63,""
PLPP2,1.0,1.0,0,44,""
CENPI,1.0,1.0,0,31,""
S100P,1.0,1.0,0,77,""
IDO1,1.0,1.0,0,76,""
NPDC1,1.0,1.0,0,31,""
GCLC,1.0,1.0,0,199,""
RRAGC,1.0,1.0,0,46,""
ADI1,1.0,1.0,0,75,""
GNGT1,1.0,1.0,0,30,""
CXCL16,1.0,1.0,0,122,""
NTM,1.0,1.0,0,31,""
SS18L2,1.0,1.0,0,30,""
DTX4,0.45166977224210647,1.0,1,60,Cyclosporin A_11.0_J15_plate_41002880
PLA2G12A,1.0,1.0,0,45,""
SLC4A1,1.0,1.0,0,30,""
CCDC102B,1.0,1.0,0,31,""
CTSZ,1.0,1.0,0,63,""
DCBLD2,0.6024665272143511,1.0,1,92,Tamoxifen_100.0_F23_plate_41002896
TACR1,1.0,1.0,0,45,""
TAS2R3,1.0,1.0,0,107,""
SIRPA,1.0,1.0,0,59,""
FRMD4A,1.0,1.0,0,63,""
PGA4,1.0,1.0,0,48,""
PPIA,0.7422773418946649,1.0,1,135,Cyclosporin A_11.0_J15_plate_41002880
RCOR3,0.3626265864732384,1.0,1,45,Tamoxifen_100.0_F23_plate_41002896
TSPAN8,1.0,1.0,0,47,""
LYZ,1.0,1.0,0,107,""
ATG101,1.0,1.0,0,30,""
NDNF,1.0,1.0,0,32,""
WDR46,1.0,1.0,0,32,""
HSD3B1,1.0,1.0,0,95,""
MYO10,1.0,1.0,0,76,""
PYY,1.0,1.0,0,123,""
MGAT4B,1.0,1.0,0,31,""
P2RY12,1.0,1.0,0,152,""
CNNM3,1.0,1.0,0,48,""
TMEM41B,1.0,1.0,0,46,""
TSNARE1,1.0,1.0,0,16,""
CTPS1,1.0,1.0,0,30,""
ARIH2,1.0,1.0,0,46,""
BDH1,1.0,1.0,0,16,""
ROBO1,1.0,1.0,0,77,""
TUBB4A,0.45775641015541096,1.0,2,155,"Docetaxel_100.0_E02_plate_41002946,Cabazitaxel_100.0_C06_plate_41002692"
ABHD12,1.0,1.0,0,77,""
ENDOD1,0.446138333782513,1.0,1,59,Tamoxifen_100.0_F23_plate_41002896
REP15,1.0,1.0,0,45,""
STAU2,1.0,1.0,0,32,""
ZMPSTE24,1.0,1.0,0,32,""
KIFC1,1.0,1.0,0,61,""
STAT6,0.17110319615899372,1.0,2,75,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
TSPAN11,1.0,1.0,0,59,""
PLEC,0.3500070802417859,1.0,2,124,"Tamoxifen_100.0_F23_plate_41002896,Cyclosporin A_11.0_J15_plate_41002880"
GRIA3,0.34639474398929443,1.0,2,123,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
